0,5
0,6
0,6663
0,8
0,12299
0,30732
0,1967
0,22046
0,29217
0,7202
0,35
0,550
0,1689
0,557
0,520
0,51
0,25157
0,21575
0,9289
0,20044
0,29263
0,17337
0,13400
0,29455
0,93
0,15966
0,19040
0,8295
0,19052
0,1645
0,1214
0,25202
0,3262
0,9334
0,23159
0,7806
0,363
0,10372
0,1158
0,24206
0,22672
0,3267
0,35477
0,1177
0,24221
0,11934
0,30368
0,25761
0,7846
0,174
0,1725
0,190
0,15554
0,3779
0,2756
0,22226
0,217
0,3803
0,32476
0,2786
0,30438
0,29415
0,4332
0,16112
0,757
0,10487
0,14585
0,35628
0,14091
0,7439
0,789
0,29465
0,8991
0,5928
0,298
0,5420
0,1837
0,23343
0,16177
0,27956
0,827
0,24970
0,1343
0,9029
0,1863
0,26442
0,16715
0,847
0,5970
0,7508
0,13659
0,3932
0,2401
0,8039
0,874
0,1899
0,4527
0,14013
0,3444
0,10103
0,8568
0,11131
0,34173
0,19349
0,4485
0,903
0,10122
0,12172
0,20881
0,6037
0,407
0,22936
0,2974
0,7072
0,9124
0,24997
0,2988
0,1453
0,1455
0,15281
0,4531
0,5556
0,16286
0,13753
0,22973
0,958
0,22724
0,31174
0,34762
0,7115
0,10671
0,6109
0,12257
0,25572
0,12263
0,23018
0,3565
0,26608
0,8691
0,17911
0,3065
0,2557
0,8191
1,5
1,6
1,7
1,8
1,9
1,11
1,12
1,14
1,28845
1,31760
1,16914
1,686
1,23
1,28
1,23045
1,32
1,3106
1,36
1,4102
1,4134
1,42
1,33325
1,29233
1,17458
1,17973
1,28681
1,11834
1,18193
1,33206
1,73
1,78
1,3152
1,9297
1,13907
1,6329
1,25690
1,23647
1,101
1,4199
1,29285
1,24682
1,1133
1,111
1,1136
1,7795
1,31349
1,28280
1,18044
1,7806
1,641
1,1667
1,14982
1,20105
1,30999
1,26252
1,2703
1,149
1,5273
1,4253
1,5790
1,4255
1,6819
1,6308
1,4269
1,174
1,33457
1,27317
1,14518
1,4793
1,17607
1,10442
1,4303
1,720
1,2770
1,33492
1,29646
1,214
1,219
1,27870
1,1763
1,30948
1,1255
1,33901
1,4918
1,12414
1,5372
1,253
1,1278
1,255
1,33025
1,13064
1,11531
1,15630
1,13073
1,23383
1,4739
1,4375
1,6937
1,31517
1,799
1,5412
1,2343
1,6440
1,12677
1,7984
1,2866
1,12595
1,310
1,4407
1,825
1,26938
1,1341
1,4926
1,1858
1,3894
1,13640
1,1357
1,9554
1,1337
1,4960
1,8034
1,16227
1,3941
1,358
1,20328
1,1386
1,1390
1,19261
1,4465
1,12658
1,24952
1,17785
1,382
1,32128
1,9603
1,10628
1,2437
1,13707
1,14223
1,20377
1,29084
1,21919
1,7585
1,1959
1,28076
1,18864
1,15688
1,12726
1,13240
1,9659
1,17397
1,6593
1,25538
1,4037
1,22473
1,9162
1,18894
1,32720
1,8661
1,33240
1,1500
1,32221
1,80
1,18917
1,14076
1,4079
1,7154
1,16230
1,15864
1,12031
2,22528
2,8194
2,10755
2,13316
2,5
2,1030
2,1031
2,8
2,9
2,5909
2,35339
2,5134
2,16
2,2577
